Epoch :  [001/300]   |   loss :  1.287510   |   train_accuracy :  44.769841%
Epoch :  [020/200]   |   loss :  1.554870   |   train_accuracy :  57.391304%   |  test_accuracy :  58.000000%
Epoch :  [021/200]   |   loss :  1.539396   |   train_accuracy :  60.434783%   |  test_accuracy :  59.000000%
Epoch :  [022/200]   |   loss :  1.480638   |   train_accuracy :  56.956522%   |  test_accuracy :  59.000000%
Epoch :  [023/200]   |   loss :  1.517244   |   train_accuracy :  63.043478%   |  test_accuracy :  59.000000%
Epoch :  [024/200]   |   loss :  1.494064   |   train_accuracy :  61.304348%   |  test_accuracy :  56.000000%
Epoch :  [025/200]   |   loss :  1.491279   |   train_accuracy :  56.521739%   |  test_accuracy :  60.000000%
Epoch :  [026/200]   |   loss :  1.547161   |   train_accuracy :  59.565217%   |  test_accuracy :  48.000000%
Epoch :  [027/200]   |   loss :  1.562728   |   train_accuracy :  55.652174%   |  test_accuracy :  57.000000%
Epoch :  [028/200]   |   loss :  1.531021   |   train_accuracy :  63.478261%   |  test_accuracy :  65.000000%
Epoch :  [029/200]   |   loss :  1.586607   |   train_accuracy :  62.608696%   |  test_accuracy :  62.000000%
Epoch :  [030/200]   |   loss :  1.483907   |   train_accuracy :  60.434783%   |  test_accuracy :  62.000000%
Epoch :  [031/200]   |   loss :  1.476049   |   train_accuracy :  63.043478%   |  test_accuracy :  60.000000%
Epoch :  [032/200]   |   loss :  1.383783   |   train_accuracy :  66.956522%   |  test_accuracy :  70.000000%
Epoch :  [033/200]   |   loss :  1.456600   |   train_accuracy :  65.652174%   |  test_accuracy :  62.000000%
Epoch :  [034/200]   |   loss :  1.443350   |   train_accuracy :  69.130435%   |  test_accuracy :  63.000000%
Epoch :  [035/200]   |   loss :  1.530433   |   train_accuracy :  64.782609%   |  test_accuracy :  60.000000%
Epoch :  [036/200]   |   loss :  1.374590   |   train_accuracy :  63.913043%   |  test_accuracy :  61.000000%
Epoch :  [037/200]   |   loss :  1.433432   |   train_accuracy :  69.565217%   |  test_accuracy :  63.000000%
Epoch :  [038/200]   |   loss :  1.598061   |   train_accuracy :  66.086957%   |  test_accuracy :  70.000000%
Epoch :  [039/200]   |   loss :  1.390429   |   train_accuracy :  71.739130%   |  test_accuracy :  55.000000%
Epoch :  [040/200]   |   loss :  1.352732   |   train_accuracy :  68.695652%   |  test_accuracy :  62.000000%
Epoch :  [041/200]   |   loss :  1.303577   |   train_accuracy :  66.956522%   |  test_accuracy :  59.000000%
Epoch :  [042/200]   |   loss :  1.324934   |   train_accuracy :  66.086957%   |  test_accuracy :  59.000000%
Epoch :  [043/200]   |   loss :  1.485889   |   train_accuracy :  66.086957%   |  test_accuracy :  66.000000%
Epoch :  [044/200]   |   loss :  1.355342   |   train_accuracy :  64.782609%   |  test_accuracy :  63.000000%
Epoch :  [045/200]   |   loss :  1.424405   |   train_accuracy :  65.652174%   |  test_accuracy :  59.000000%
Epoch :  [046/200]   |   loss :  1.378576   |   train_accuracy :  66.086957%   |  test_accuracy :  56.000000%
Epoch :  [047/200]   |   loss :  1.344962   |   train_accuracy :  70.000000%   |  test_accuracy :  59.000000%
Epoch :  [048/200]   |   loss :  1.442904   |   train_accuracy :  66.521739%   |  test_accuracy :  56.000000%
Epoch :  [049/200]   |   loss :  1.310883   |   train_accuracy :  70.000000%   |  test_accuracy :  68.000000%
Epoch :  [050/200]   |   loss :  1.348664   |   train_accuracy :  70.869565%   |  test_accuracy :  68.000000%
Epoch :  [051/200]   |   loss :  1.269470   |   train_accuracy :  70.000000%   |  test_accuracy :  62.000000%
Epoch :  [052/200]   |   loss :  1.354019   |   train_accuracy :  73.478261%   |  test_accuracy :  69.000000%
Epoch :  [053/200]   |   loss :  1.317788   |   train_accuracy :  70.869565%   |  test_accuracy :  65.000000%
Epoch :  [054/200]   |   loss :  1.373130   |   train_accuracy :  70.000000%   |  test_accuracy :  68.000000%
Epoch :  [055/200]   |   loss :  1.334933   |   train_accuracy :  72.173913%   |  test_accuracy :  64.000000%
Epoch :  [056/200]   |   loss :  1.343099   |   train_accuracy :  72.173913%   |  test_accuracy :  67.000000%
Epoch :  [057/200]   |   loss :  1.393029   |   train_accuracy :  67.826087%   |  test_accuracy :  68.000000%
Epoch :  [058/200]   |   loss :  1.355392   |   train_accuracy :  66.956522%   |  test_accuracy :  56.000000%
Epoch :  [059/200]   |   loss :  1.414368   |   train_accuracy :  66.956522%   |  test_accuracy :  67.000000%
Epoch :  [060/200]   |   loss :  1.269507   |   train_accuracy :  69.130435%   |  test_accuracy :  66.000000%
Epoch :  [061/200]   |   loss :  1.245422   |   train_accuracy :  73.478261%   |  test_accuracy :  66.000000%
Epoch :  [062/200]   |   loss :  1.249977   |   train_accuracy :  71.304348%   |  test_accuracy :  67.000000%
Epoch :  [063/200]   |   loss :  1.206501   |   train_accuracy :  74.782609%   |  test_accuracy :  61.000000%
Epoch :  [064/200]   |   loss :  1.413473   |   train_accuracy :  68.260870%   |  test_accuracy :  64.000000%
Epoch :  [065/200]   |   loss :  1.318358   |   train_accuracy :  72.173913%   |  test_accuracy :  53.000000%
Epoch :  [066/200]   |   loss :  1.503916   |   train_accuracy :  69.565217%   |  test_accuracy :  58.000000%
Epoch :  [067/200]   |   loss :  1.350450   |   train_accuracy :  69.565217%   |  test_accuracy :  66.000000%
Epoch :  [068/200]   |   loss :  1.237938   |   train_accuracy :  70.869565%   |  test_accuracy :  58.000000%
Epoch :  [069/200]   |   loss :  1.250640   |   train_accuracy :  72.608696%   |  test_accuracy :  66.000000%
Epoch :  [070/200]   |   loss :  1.326668   |   train_accuracy :  70.000000%   |  test_accuracy :  62.000000%
Epoch :  [071/200]   |   loss :  1.230255   |   train_accuracy :  74.782609%   |  test_accuracy :  61.000000%
Epoch :  [072/200]   |   loss :  1.246545   |   train_accuracy :  70.869565%   |  test_accuracy :  61.000000%
Epoch :  [073/200]   |   loss :  1.248464   |   train_accuracy :  74.347826%   |  test_accuracy :  66.000000%
Epoch :  [074/200]   |   loss :  1.202518   |   train_accuracy :  72.173913%   |  test_accuracy :  64.000000%
Epoch :  [075/200]   |   loss :  1.274557   |   train_accuracy :  74.782609%   |  test_accuracy :  62.000000%
Epoch :  [076/200]   |   loss :  1.190433   |   train_accuracy :  70.869565%   |  test_accuracy :  64.000000%
Epoch :  [077/200]   |   loss :  1.264275   |   train_accuracy :  73.478261%   |  test_accuracy :  61.000000%
Epoch :  [078/200]   |   loss :  1.282051   |   train_accuracy :  71.739130%   |  test_accuracy :  62.000000%
Epoch :  [079/200]   |   loss :  1.226763   |   train_accuracy :  71.304348%   |  test_accuracy :  69.000000%
Epoch :  [080/200]   |   loss :  1.181601   |   train_accuracy :  73.913043%   |  test_accuracy :  59.000000%
Epoch :  [081/200]   |   loss :  1.172596   |   train_accuracy :  72.608696%   |  test_accuracy :  67.000000%
Epoch :  [082/200]   |   loss :  1.320447   |   train_accuracy :  74.347826%   |  test_accuracy :  65.000000%
Epoch :  [083/200]   |   loss :  1.184738   |   train_accuracy :  75.652174%   |  test_accuracy :  61.000000%
Epoch :  [084/200]   |   loss :  1.288704   |   train_accuracy :  70.000000%   |  test_accuracy :  58.000000%
Epoch :  [085/200]   |   loss :  1.245280   |   train_accuracy :  68.695652%   |  test_accuracy :  63.000000%
Epoch :  [086/200]   |   loss :  1.355062   |   train_accuracy :  73.913043%   |  test_accuracy :  60.000000%
Epoch :  [087/200]   |   loss :  1.220861   |   train_accuracy :  71.739130%   |  test_accuracy :  66.000000%
Epoch :  [088/200]   |   loss :  1.247051   |   train_accuracy :  74.782609%   |  test_accuracy :  65.000000%
Epoch :  [089/200]   |   loss :  1.335843   |   train_accuracy :  73.478261%   |  test_accuracy :  63.000000%
Epoch :  [090/200]   |   loss :  1.220068   |   train_accuracy :  75.217391%   |  test_accuracy :  64.000000%
Epoch :  [091/200]   |   loss :  1.239408   |   train_accuracy :  73.043478%   |  test_accuracy :  63.000000%
Epoch :  [092/200]   |   loss :  1.276078   |   train_accuracy :  73.478261%   |  test_accuracy :  60.000000%
Epoch :  [093/200]   |   loss :  1.340571   |   train_accuracy :  74.347826%   |  test_accuracy :  64.000000%
Epoch :  [094/200]   |   loss :  1.262117   |   train_accuracy :  70.000000%   |  test_accuracy :  59.000000%
Epoch :  [095/200]   |   loss :  1.294112   |   train_accuracy :  69.565217%   |  test_accuracy :  59.000000%
Epoch :  [096/200]   |   loss :  1.193125   |   train_accuracy :  72.173913%   |  test_accuracy :  62.000000%
Epoch :  [097/200]   |   loss :  1.189109   |   train_accuracy :  72.608696%   |  test_accuracy :  66.000000%
Epoch :  [098/200]   |   loss :  1.308000   |   train_accuracy :  72.173913%   |  test_accuracy :  62.000000%
Epoch :  [099/200]   |   loss :  1.347999   |   train_accuracy :  75.652174%   |  test_accuracy :  66.000000%
Epoch :  [100/200]   |   loss :  1.178177   |   train_accuracy :  73.043478%   |  test_accuracy :  65.000000%
Epoch :  [101/200]   |   loss :  1.188245   |   train_accuracy :  73.913043%   |  test_accuracy :  62.000000%
Epoch :  [102/200]   |   loss :  1.138704   |   train_accuracy :  75.217391%   |  test_accuracy :  63.000000%
Epoch :  [103/200]   |   loss :  1.138713   |   train_accuracy :  74.782609%   |  test_accuracy :  65.000000%
Epoch :  [104/200]   |   loss :  1.343249   |   train_accuracy :  73.043478%   |  test_accuracy :  62.000000%
Epoch :  [105/200]   |   loss :  1.161178   |   train_accuracy :  74.782609%   |  test_accuracy :  60.000000%
Epoch :  [106/200]   |   loss :  1.266952   |   train_accuracy :  74.782609%   |  test_accuracy :  62.000000%
Epoch :  [107/200]   |   loss :  1.196320   |   train_accuracy :  75.217391%   |  test_accuracy :  68.000000%
Epoch :  [108/200]   |   loss :  1.151889   |   train_accuracy :  77.391304%   |  test_accuracy :  66.000000%
Epoch :  [109/200]   |   loss :  1.122817   |   train_accuracy :  76.521739%   |  test_accuracy :  64.000000%
Epoch :  [110/200]   |   loss :  1.177195   |   train_accuracy :  70.869565%   |  test_accuracy :  63.000000%
Epoch :  [111/200]   |   loss :  1.224388   |   train_accuracy :  77.826087%   |  test_accuracy :  67.000000%
Epoch :  [112/200]   |   loss :  1.226685   |   train_accuracy :  73.913043%   |  test_accuracy :  61.000000%
Epoch :  [113/200]   |   loss :  1.191769   |   train_accuracy :  73.913043%   |  test_accuracy :  65.000000%
Epoch :  [114/200]   |   loss :  1.142284   |   train_accuracy :  78.695652%   |  test_accuracy :  67.000000%
Epoch :  [115/200]   |   loss :  1.284485   |   train_accuracy :  76.956522%   |  test_accuracy :  59.000000%
Epoch :  [116/200]   |   loss :  1.159649   |   train_accuracy :  73.913043%   |  test_accuracy :  67.000000%
Epoch :  [117/200]   |   loss :  1.160809   |   train_accuracy :  76.086957%   |  test_accuracy :  62.000000%
Epoch :  [118/200]   |   loss :  1.108050   |   train_accuracy :  78.260870%   |  test_accuracy :  64.000000%
Epoch :  [119/200]   |   loss :  1.103904   |   train_accuracy :  76.521739%   |  test_accuracy :  60.000000%
Epoch :  [120/200]   |   loss :  1.153190   |   train_accuracy :  75.652174%   |  test_accuracy :  66.000000%
Epoch :  [121/200]   |   loss :  1.159967   |   train_accuracy :  78.260870%   |  test_accuracy :  65.000000%
Epoch :  [122/200]   |   loss :  1.257515   |   train_accuracy :  76.956522%   |  test_accuracy :  62.000000%
Epoch :  [123/200]   |   loss :  1.183606   |   train_accuracy :  74.782609%   |  test_accuracy :  70.000000%
Epoch :  [124/200]   |   loss :  1.235427   |   train_accuracy :  76.956522%   |  test_accuracy :  63.000000%
Epoch :  [125/200]   |   loss :  1.118715   |   train_accuracy :  74.782609%   |  test_accuracy :  60.000000%
Epoch :  [126/200]   |   loss :  1.231460   |   train_accuracy :  75.652174%   |  test_accuracy :  68.000000%
Epoch :  [127/200]   |   loss :  1.166901   |   train_accuracy :  76.956522%   |  test_accuracy :  59.000000%
Epoch :  [128/200]   |   loss :  1.064452   |   train_accuracy :  78.260870%   |  test_accuracy :  68.000000%
Epoch :  [129/200]   |   loss :  1.061285   |   train_accuracy :  77.826087%   |  test_accuracy :  64.000000%
Epoch :  [130/200]   |   loss :  1.047675   |   train_accuracy :  78.695652%   |  test_accuracy :  64.000000%
Epoch :  [131/200]   |   loss :  1.229531   |   train_accuracy :  78.695652%   |  test_accuracy :  68.000000%
Epoch :  [132/200]   |   loss :  1.127249   |   train_accuracy :  78.695652%   |  test_accuracy :  72.000000%
Epoch :  [133/200]   |   loss :  1.149289   |   train_accuracy :  80.434783%   |  test_accuracy :  69.000000%
Epoch :  [134/200]   |   loss :  1.080013   |   train_accuracy :  77.826087%   |  test_accuracy :  68.000000%
Epoch :  [135/200]   |   loss :  1.188295   |   train_accuracy :  79.565217%   |  test_accuracy :  67.000000%
Epoch :  [136/200]   |   loss :  1.058386   |   train_accuracy :  79.130435%   |  test_accuracy :  67.000000%
Epoch :  [137/200]   |   loss :  1.034409   |   train_accuracy :  80.000000%   |  test_accuracy :  70.000000%
Epoch :  [138/200]   |   loss :  1.240440   |   train_accuracy :  76.956522%   |  test_accuracy :  65.000000%
Epoch :  [139/200]   |   loss :  1.108441   |   train_accuracy :  77.826087%   |  test_accuracy :  68.000000%
Epoch :  [140/200]   |   loss :  1.168674   |   train_accuracy :  74.347826%   |  test_accuracy :  66.000000%
Epoch :  [141/200]   |   loss :  1.121699   |   train_accuracy :  77.391304%   |  test_accuracy :  68.000000%
Epoch :  [142/200]   |   loss :  1.154525   |   train_accuracy :  79.565217%   |  test_accuracy :  67.000000%
Epoch :  [143/200]   |   loss :  1.109410   |   train_accuracy :  77.826087%   |  test_accuracy :  68.000000%
Epoch :  [144/200]   |   loss :  1.156127   |   train_accuracy :  77.826087%   |  test_accuracy :  66.000000%
Epoch :  [145/200]   |   loss :  1.238443   |   train_accuracy :  75.652174%   |  test_accuracy :  62.000000%
Epoch :  [146/200]   |   loss :  1.558458   |   train_accuracy :  64.782609%   |  test_accuracy :  48.000000%
Epoch :  [147/200]   |   loss :  1.258044   |   train_accuracy :  70.000000%   |  test_accuracy :  68.000000%
Epoch :  [148/200]   |   loss :  1.160313   |   train_accuracy :  78.695652%   |  test_accuracy :  67.000000%
Epoch :  [149/200]   |   loss :  1.111689   |   train_accuracy :  77.826087%   |  test_accuracy :  70.000000%
Epoch :  [150/200]   |   loss :  1.134549   |   train_accuracy :  78.695652%   |  test_accuracy :  69.000000%
Epoch :  [151/200]   |   loss :  1.029092   |   train_accuracy :  77.391304%   |  test_accuracy :  72.000000%
Epoch :  [152/200]   |   loss :  1.154044   |   train_accuracy :  79.130435%   |  test_accuracy :  67.000000%
Epoch :  [153/200]   |   loss :  1.116804   |   train_accuracy :  78.695652%   |  test_accuracy :  69.000000%
Epoch :  [154/200]   |   loss :  1.127239   |   train_accuracy :  78.695652%   |  test_accuracy :  70.000000%
Epoch :  [155/200]   |   loss :  0.994664   |   train_accuracy :  78.695652%   |  test_accuracy :  67.000000%
Epoch :  [156/200]   |   loss :  1.110872   |   train_accuracy :  80.434783%   |  test_accuracy :  69.000000%
Epoch :  [157/200]   |   loss :  1.100442   |   train_accuracy :  79.130435%   |  test_accuracy :  72.000000%
Epoch :  [158/200]   |   loss :  1.164162   |   train_accuracy :  77.826087%   |  test_accuracy :  65.000000%
Epoch :  [159/200]   |   loss :  1.151194   |   train_accuracy :  75.652174%   |  test_accuracy :  66.000000%
Epoch :  [160/200]   |   loss :  1.074441   |   train_accuracy :  76.956522%   |  test_accuracy :  68.000000%
Epoch :  [161/200]   |   loss :  1.083244   |   train_accuracy :  75.652174%   |  test_accuracy :  68.000000%
Epoch :  [162/200]   |   loss :  1.127023   |   train_accuracy :  79.130435%   |  test_accuracy :  65.000000%
Epoch :  [163/200]   |   loss :  1.022828   |   train_accuracy :  80.000000%   |  test_accuracy :  73.000000%
Epoch :  [164/200]   |   loss :  1.077793   |   train_accuracy :  79.130435%   |  test_accuracy :  64.000000%
Epoch :  [165/200]   |   loss :  1.093811   |   train_accuracy :  77.391304%   |  test_accuracy :  66.000000%
Epoch :  [166/200]   |   loss :  1.197640   |   train_accuracy :  78.695652%   |  test_accuracy :  67.000000%
Epoch :  [167/200]   |   loss :  1.025383   |   train_accuracy :  78.260870%   |  test_accuracy :  70.000000%
Epoch :  [168/200]   |   loss :  1.001640   |   train_accuracy :  76.956522%   |  test_accuracy :  70.000000%
Epoch :  [169/200]   |   loss :  1.024901   |   train_accuracy :  78.695652%   |  test_accuracy :  67.000000%
Epoch :  [170/200]   |   loss :  1.082680   |   train_accuracy :  78.695652%   |  test_accuracy :  65.000000%
Epoch :  [171/200]   |   loss :  1.068528   |   train_accuracy :  78.260870%   |  test_accuracy :  66.000000%
Epoch :  [172/200]   |   loss :  1.108438   |   train_accuracy :  74.347826%   |  test_accuracy :  67.000000%
Epoch :  [173/200]   |   loss :  1.008737   |   train_accuracy :  77.391304%   |  test_accuracy :  67.000000%
Epoch :  [174/200]   |   loss :  1.076814   |   train_accuracy :  78.260870%   |  test_accuracy :  68.000000%
Epoch :  [175/200]   |   loss :  1.137172   |   train_accuracy :  81.304348%   |  test_accuracy :  73.000000%
Epoch :  [176/200]   |   loss :  1.073742   |   train_accuracy :  78.695652%   |  test_accuracy :  66.000000%
Epoch :  [177/200]   |   loss :  1.013356   |   train_accuracy :  80.000000%   |  test_accuracy :  67.000000%
Epoch :  [178/200]   |   loss :  0.990709   |   train_accuracy :  81.304348%   |  test_accuracy :  66.000000%
Epoch :  [179/200]   |   loss :  1.055545   |   train_accuracy :  78.260870%   |  test_accuracy :  69.000000%
Epoch :  [180/200]   |   loss :  0.978895   |   train_accuracy :  80.000000%   |  test_accuracy :  73.000000%
Epoch :  [181/200]   |   loss :  0.999628   |   train_accuracy :  82.173913%   |  test_accuracy :  67.000000%
Epoch :  [182/200]   |   loss :  1.007336   |   train_accuracy :  82.608696%   |  test_accuracy :  73.000000%
Epoch :  [183/200]   |   loss :  1.124840   |   train_accuracy :  77.826087%   |  test_accuracy :  71.000000%
Epoch :  [184/200]   |   loss :  1.096317   |   train_accuracy :  77.391304%   |  test_accuracy :  65.000000%
Epoch :  [185/200]   |   loss :  1.119994   |   train_accuracy :  75.652174%   |  test_accuracy :  70.000000%
Epoch :  [186/200]   |   loss :  1.112430   |   train_accuracy :  78.260870%   |  test_accuracy :  62.000000%
Epoch :  [187/200]   |   loss :  1.137675   |   train_accuracy :  78.260870%   |  test_accuracy :  63.000000%
Epoch :  [188/200]   |   loss :  1.059008   |   train_accuracy :  79.130435%   |  test_accuracy :  66.000000%
Epoch :  [189/200]   |   loss :  1.027927   |   train_accuracy :  77.391304%   |  test_accuracy :  68.000000%
Epoch :  [190/200]   |   loss :  1.017459   |   train_accuracy :  84.347826%   |  test_accuracy :  70.000000%
Epoch :  [191/200]   |   loss :  1.056018   |   train_accuracy :  80.000000%   |  test_accuracy :  66.000000%
Epoch :  [192/200]   |   loss :  1.085849   |   train_accuracy :  80.434783%   |  test_accuracy :  66.000000%
Epoch :  [193/200]   |   loss :  1.124180   |   train_accuracy :  79.130435%   |  test_accuracy :  68.000000%
Epoch :  [194/200]   |   loss :  1.032403   |   train_accuracy :  78.260870%   |  test_accuracy :  71.000000%
Epoch :  [195/200]   |   loss :  0.960870   |   train_accuracy :  84.347826%   |  test_accuracy :  66.000000%
Epoch :  [196/200]   |   loss :  1.012055   |   train_accuracy :  80.869565%   |  test_accuracy :  69.000000%
Epoch :  [197/200]   |   loss :  0.941780   |   train_accuracy :  82.173913%   |  test_accuracy :  71.000000%
Epoch :  [198/200]   |   loss :  0.924687   |   train_accuracy :  83.478261%   |  test_accuracy :  70.000000%
Epoch :  [199/200]   |   loss :  0.900040   |   train_accuracy :  83.478261%   |  test_accuracy :  69.000000%
Epoch :  [200/200]   |   loss :  0.987260   |   train_accuracy :  80.869565%   |  test_accuracy :  69.000000%
Epoch :  [001/200]   |   loss :  2.166656   |   train_accuracy :  26.086957%   |  test_accuracy :  22.000000%
Epoch :  [002/200]   |   loss :  2.028444   |   train_accuracy :  30.000000%   |  test_accuracy :  42.000000%
Epoch :  [003/200]   |   loss :  2.052482   |   train_accuracy :  45.652174%   |  test_accuracy :  44.000000%
Epoch :  [004/200]   |   loss :  1.864096   |   train_accuracy :  52.173913%   |  test_accuracy :  55.000000%
Epoch :  [005/200]   |   loss :  1.792671   |   train_accuracy :  48.695652%   |  test_accuracy :  54.000000%
Epoch :  [006/200]   |   loss :  1.668866   |   train_accuracy :  53.913043%   |  test_accuracy :  55.000000%
Epoch :  [007/200]   |   loss :  1.564865   |   train_accuracy :  57.391304%   |  test_accuracy :  55.000000%
Epoch :  [008/200]   |   loss :  1.677976   |   train_accuracy :  56.086957%   |  test_accuracy :  55.000000%
Epoch :  [009/200]   |   loss :  1.605753   |   train_accuracy :  60.434783%   |  test_accuracy :  67.000000%
Epoch :  [010/200]   |   loss :  1.571930   |   train_accuracy :  55.652174%   |  test_accuracy :  61.000000%
Epoch :  [011/200]   |   loss :  1.584770   |   train_accuracy :  57.391304%   |  test_accuracy :  54.000000%
Epoch :  [012/200]   |   loss :  1.548123   |   train_accuracy :  59.130435%   |  test_accuracy :  67.000000%
Epoch :  [013/200]   |   loss :  1.491874   |   train_accuracy :  62.608696%   |  test_accuracy :  63.000000%
Epoch :  [014/200]   |   loss :  1.438882   |   train_accuracy :  63.478261%   |  test_accuracy :  64.000000%
Epoch :  [015/200]   |   loss :  1.449137   |   train_accuracy :  62.173913%   |  test_accuracy :  67.000000%
Epoch :  [016/200]   |   loss :  1.586815   |   train_accuracy :  64.347826%   |  test_accuracy :  65.000000%
Epoch :  [017/200]   |   loss :  1.538179   |   train_accuracy :  63.043478%   |  test_accuracy :  66.000000%
Epoch :  [018/200]   |   loss :  1.510389   |   train_accuracy :  60.434783%   |  test_accuracy :  69.000000%
Epoch :  [019/200]   |   loss :  1.502631   |   train_accuracy :  60.434783%   |  test_accuracy :  66.000000%
Epoch :  [020/200]   |   loss :  1.480328   |   train_accuracy :  63.043478%   |  test_accuracy :  68.000000%
Epoch :  [021/200]   |   loss :  1.457090   |   train_accuracy :  65.217391%   |  test_accuracy :  68.000000%
Epoch :  [022/200]   |   loss :  1.477154   |   train_accuracy :  61.739130%   |  test_accuracy :  66.000000%
Epoch :  [023/200]   |   loss :  1.497222   |   train_accuracy :  59.565217%   |  test_accuracy :  66.000000%
Epoch :  [024/200]   |   loss :  1.477859   |   train_accuracy :  62.608696%   |  test_accuracy :  65.000000%
Epoch :  [025/200]   |   loss :  1.470327   |   train_accuracy :  63.043478%   |  test_accuracy :  64.000000%
Epoch :  [026/200]   |   loss :  1.451653   |   train_accuracy :  57.826087%   |  test_accuracy :  67.000000%
Epoch :  [027/200]   |   loss :  1.380328   |   train_accuracy :  61.739130%   |  test_accuracy :  66.000000%
Epoch :  [028/200]   |   loss :  1.428846   |   train_accuracy :  62.173913%   |  test_accuracy :  66.000000%
Epoch :  [029/200]   |   loss :  1.426274   |   train_accuracy :  62.608696%   |  test_accuracy :  62.000000%
Epoch :  [030/200]   |   loss :  1.432683   |   train_accuracy :  64.347826%   |  test_accuracy :  67.000000%
Epoch :  [031/200]   |   loss :  1.271131   |   train_accuracy :  63.478261%   |  test_accuracy :  65.000000%
Epoch :  [032/200]   |   loss :  1.357594   |   train_accuracy :  66.086957%   |  test_accuracy :  66.000000%
Epoch :  [033/200]   |   loss :  1.361798   |   train_accuracy :  62.608696%   |  test_accuracy :  65.000000%
Epoch :  [034/200]   |   loss :  1.310019   |   train_accuracy :  66.086957%   |  test_accuracy :  55.000000%
Epoch :  [035/200]   |   loss :  1.352150   |   train_accuracy :  60.434783%   |  test_accuracy :  66.000000%
Epoch :  [036/200]   |   loss :  1.454428   |   train_accuracy :  61.739130%   |  test_accuracy :  65.000000%
Epoch :  [037/200]   |   loss :  1.379271   |   train_accuracy :  63.913043%   |  test_accuracy :  63.000000%
Epoch :  [038/200]   |   loss :  1.286116   |   train_accuracy :  65.217391%   |  test_accuracy :  66.000000%
Epoch :  [039/200]   |   loss :  1.351253   |   train_accuracy :  65.652174%   |  test_accuracy :  62.000000%
Epoch :  [040/200]   |   loss :  1.303389   |   train_accuracy :  66.521739%   |  test_accuracy :  63.000000%
Epoch :  [041/200]   |   loss :  1.252355   |   train_accuracy :  70.434783%   |  test_accuracy :  63.000000%
Epoch :  [042/200]   |   loss :  1.283462   |   train_accuracy :  65.652174%   |  test_accuracy :  66.000000%
Epoch :  [043/200]   |   loss :  1.205961   |   train_accuracy :  67.826087%   |  test_accuracy :  69.000000%
Epoch :  [044/200]   |   loss :  1.324726   |   train_accuracy :  68.260870%   |  test_accuracy :  68.000000%
Epoch :  [045/200]   |   loss :  1.183795   |   train_accuracy :  69.565217%   |  test_accuracy :  65.000000%
Epoch :  [046/200]   |   loss :  1.220796   |   train_accuracy :  66.086957%   |  test_accuracy :  67.000000%
Epoch :  [047/200]   |   loss :  1.269923   |   train_accuracy :  67.826087%   |  test_accuracy :  65.000000%
Epoch :  [048/200]   |   loss :  1.204910   |   train_accuracy :  66.956522%   |  test_accuracy :  69.000000%
Epoch :  [049/200]   |   loss :  1.208024   |   train_accuracy :  70.000000%   |  test_accuracy :  63.000000%
Epoch :  [050/200]   |   loss :  1.283455   |   train_accuracy :  67.391304%   |  test_accuracy :  68.000000%
Epoch :  [051/200]   |   loss :  1.242733   |   train_accuracy :  69.130435%   |  test_accuracy :  62.000000%
Epoch :  [052/200]   |   loss :  1.289190   |   train_accuracy :  70.000000%   |  test_accuracy :  66.000000%
Epoch :  [053/200]   |   loss :  1.288107   |   train_accuracy :  68.260870%   |  test_accuracy :  68.000000%
Epoch :  [054/200]   |   loss :  1.260904   |   train_accuracy :  65.652174%   |  test_accuracy :  61.000000%
Epoch :  [055/200]   |   loss :  1.229878   |   train_accuracy :  68.260870%   |  test_accuracy :  63.000000%
Epoch :  [056/200]   |   loss :  1.282749   |   train_accuracy :  69.130435%   |  test_accuracy :  66.000000%
Epoch :  [057/200]   |   loss :  1.152303   |   train_accuracy :  73.043478%   |  test_accuracy :  64.000000%
Epoch :  [058/200]   |   loss :  1.160120   |   train_accuracy :  68.260870%   |  test_accuracy :  64.000000%
Epoch :  [059/200]   |   loss :  1.232314   |   train_accuracy :  71.739130%   |  test_accuracy :  56.000000%
Epoch :  [060/200]   |   loss :  1.223715   |   train_accuracy :  66.086957%   |  test_accuracy :  63.000000%
Epoch :  [061/200]   |   loss :  1.363765   |   train_accuracy :  70.000000%   |  test_accuracy :  67.000000%
Epoch :  [062/200]   |   loss :  1.231169   |   train_accuracy :  72.173913%   |  test_accuracy :  64.000000%
Epoch :  [063/200]   |   loss :  1.314183   |   train_accuracy :  70.434783%   |  test_accuracy :  60.000000%
Epoch :  [064/200]   |   loss :  1.293758   |   train_accuracy :  72.608696%   |  test_accuracy :  64.000000%
Epoch :  [065/200]   |   loss :  1.300920   |   train_accuracy :  71.304348%   |  test_accuracy :  62.000000%
Epoch :  [066/200]   |   loss :  1.208870   |   train_accuracy :  70.434783%   |  test_accuracy :  68.000000%
Epoch :  [067/200]   |   loss :  1.136209   |   train_accuracy :  68.260870%   |  test_accuracy :  64.000000%
Epoch :  [068/200]   |   loss :  1.151954   |   train_accuracy :  70.000000%   |  test_accuracy :  66.000000%
Epoch :  [069/200]   |   loss :  1.186694   |   train_accuracy :  73.043478%   |  test_accuracy :  62.000000%
Epoch :  [070/200]   |   loss :  1.196688   |   train_accuracy :  71.739130%   |  test_accuracy :  63.000000%
Epoch :  [071/200]   |   loss :  1.185105   |   train_accuracy :  72.608696%   |  test_accuracy :  61.000000%
Epoch :  [072/200]   |   loss :  1.180206   |   train_accuracy :  70.000000%   |  test_accuracy :  65.000000%
